DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
17K181,PS 181 BROOKLYN,3,ICT,24,1,24,24,24
17K181,PS 181 BROOKLYN,4,ICT,50,2,25,25,25
17K181,PS 181 BROOKLYN,5,Gen Ed,29,1,29,29,29
17K181,PS 181 BROOKLYN,5,ICT,28,1,28,28,28
17K181,PS 181 BROOKLYN,6,Gen Ed,44,2,22,21,23
17K181,PS 181 BROOKLYN,6,ICT,18,1,18,18,18
17K181,PS 181 BROOKLYN,7,Gen Ed,38,2,19,19,19
17K181,PS 181 BROOKLYN,7,ICT,18,1,18,18,18
17K181,PS 181 BROOKLYN,8,Gen Ed,45,2,22.5,21,24
17K181,PS 181 BROOKLYN,8,ICT,24,1,24,24,24
17K189,PS 189 THE BILINGUAL CENTER,K,Gen Ed,54,3,18,16,21
17K189,PS 189 THE BILINGUAL CENTER,K,ICT,21,1,21,21,21
17K189,PS 189 THE BILINGUAL CENTER,1,Gen Ed,45,3,15,<15,19
17K189,PS 189 THE BILINGUAL CENTER,1,ICT,16,1,16,16,16
17K189,PS 189 THE BILINGUAL CENTER,2,Gen Ed,72,3,24,23,25
17K189,PS 189 THE BILINGUAL CENTER,2,ICT,23,1,23,23,23
17K189,PS 189 THE BILINGUAL CENTER,3,Gen Ed,60,3,20,16,24
17K189,PS 189 THE BILINGUAL CENTER,3,ICT,20,1,20,20,20
17K189,PS 189 THE BILINGUAL CENTER,4,Gen Ed,67,3,22.3,22,23
17K189,PS 189 THE BILINGUAL CENTER,4,ICT,21,1,21,21,21
17K189,PS 189 THE BILINGUAL CENTER,5,Gen Ed,98,4,24.5,24,25
17K189,PS 189 THE BILINGUAL CENTER,6,Gen Ed,90,4,22.5,22,23
17K189,PS 189 THE BILINGUAL CENTER,6,ICT,21,1,21,21,21
17K189,PS 189 THE BILINGUAL CENTER,7,Gen Ed,103,4,25.8,25,27
17K189,PS 189 THE BILINGUAL CENTER,7,ICT,25,1,25,25,25
17K189,PS 189 THE BILINGUAL CENTER,8,Gen Ed,93,4,23.3,21,27
17K189,PS 189 THE BILINGUAL CENTER,8,ICT,26,1,26,26,26
17K191,PS 191 PAUL ROBESON,K,ICT,18,1,18,18,18
17K191,PS 191 PAUL ROBESON,1,ICT,21,1,21,21,21
17K191,PS 191 PAUL ROBESON,2,ICT,17,1,17,17,17
17K191,PS 191 PAUL ROBESON,3,ICT,13,1,13,<15,<15
17K191,PS 191 PAUL ROBESON,4,ICT,18,1,18,18,18
17K191,PS 191 PAUL ROBESON,5,ICT,18,1,18,18,18
17K221,PS 221 TOUSSAINT L'OUVERTURE,K,Gen Ed,13,1,13,<15,<15
17K221,PS 221 TOUSSAINT L'OUVERTURE,1,Gen Ed,20,1,20,20,20
17K221,PS 221 TOUSSAINT L'OUVERTURE,2,ICT,15,1,15,15,15
17K221,PS 221 TOUSSAINT L'OUVERTURE,3,ICT,28,1,28,28,28
17K221,PS 221 TOUSSAINT L'OUVERTURE,4,ICT,18,1,18,18,18
17K221,PS 221 TOUSSAINT L'OUVERTURE,5,Gen Ed,15,1,15,15,15
17K221,PS 221 TOUSSAINT L'OUVERTURE,5,ICT,16,1,16,16,16
17K241,PS 241 EMMA L JOHNSTON,K,Gen Ed,34,2,17,16,18
17K241,PS 241 EMMA L JOHNSTON,K,ICT,19,1,19,19,19
17K241,PS 241 EMMA L JOHNSTON,1,Gen Ed,23,1,23,23,23
17K241,PS 241 EMMA L JOHNSTON,1,ICT,26,1,26,26,26
17K241,PS 241 EMMA L JOHNSTON,2,Gen Ed,53,2,26.5,26,27
17K241,PS 241 EMMA L JOHNSTON,3,Gen Ed,22,1,22,22,22
17K241,PS 241 EMMA L JOHNSTON,3,ICT,24,1,24,24,24
17K241,PS 241 EMMA L JOHNSTON,4,Gen Ed,65,3,21.7,20,23
17K241,PS 241 EMMA L JOHNSTON,5,Gen Ed,24,1,24,24,24
17K241,PS 241 EMMA L JOHNSTON,5,ICT,26,1,26,26,26
17K246,MS 246 WALT WHITMAN,6,Gen Ed,64,3,21.3,18,25
17K246,MS 246 WALT WHITMAN,6,ICT,18,1,18,18,18
17K246,MS 246 WALT WHITMAN,7,Gen Ed,67,3,22.3,19,25
17K246,MS 246 WALT WHITMAN,7,ICT,27,1,27,27,27
17K246,MS 246 WALT WHITMAN,8,Gen Ed,86,4,21.5,20,23
17K246,MS 246 WALT WHITMAN,8,ICT,21,1,21,21,21
17K249,PS 249 THE CATON,K,Gen Ed,90,4,22.5,21,23
17K249,PS 249 THE CATON,K,ICT,23,1,23,23,23
17K249,PS 249 THE CATON,1,Gen Ed,112,5,22.4,20,26
17K249,PS 249 THE CATON,2,Gen Ed,106,5,21.2,18,24
17K249,PS 249 THE CATON,3,Gen Ed,91,4,22.8,22,24
17K249,PS 249 THE CATON,3,ICT,25,1,25,25,25
17K249,PS 249 THE CATON,4,Gen Ed,65,3,21.7,19,23
17K249,PS 249 THE CATON,4,ICT,44,2,22,20,24
17K249,PS 249 THE CATON,5,Gen Ed,95,4,23.8,20,25
17K249,PS 249 THE CATON,5,ICT,28,1,28,28,28
17K289,PS 289 GEORGE V BROWER,K,Gen Ed,17,1,17,17,17
17K289,PS 289 GEORGE V BROWER,K,ICT,13,1,13,<15,<15
17K289,PS 289 GEORGE V BROWER,1,ICT,23,1,23,23,23
17K289,PS 289 GEORGE V BROWER,2,Gen Ed,26,2,13,<15,<15
17K289,PS 289 GEORGE V BROWER,3,Gen Ed,16,1,16,16,16
17K289,PS 289 GEORGE V BROWER,3,ICT,20,1,20,20,20
17K289,PS 289 GEORGE V BROWER,4,ICT,38,2,19,18,20
17K289,PS 289 GEORGE V BROWER,5,Gen Ed,22,1,22,22,22
17K289,PS 289 GEORGE V BROWER,5,ICT,23,1,23,23,23
17K316,PS 316 ELIJAH STROUD,K,ICT,64,4,16,<15,24
17K316,PS 316 ELIJAH STROUD,K,ICT & G&T,25,1,25,25,25
17K316,PS 316 ELIJAH STROUD,1,ICT,62,4,15.5,<15,19
17K316,PS 316 ELIJAH STROUD,1,ICT & G&T,23,1,23,23,23
17K316,PS 316 ELIJAH STROUD,2,ICT,64,4,16,<15,20
17K316,PS 316 ELIJAH STROUD,2,ICT & G&T,19,1,19,19,19
17K316,PS 316 ELIJAH STROUD,3,ICT,43,2,21.5,17,26
17K316,PS 316 ELIJAH STROUD,3,ICT & G&T,19,1,19,19,19
17K316,PS 316 ELIJAH STROUD,4,ICT,55,3,18.3,15,23
17K316,PS 316 ELIJAH STROUD,4,ICT & G&T,29,2,14.5,<15,15
17K316,PS 316 ELIJAH STROUD,5,ICT,50,2,25,24,26
17K316,PS 316 ELIJAH STROUD,5,ICT & G&T,25,1,25,25,25
17K340,IS 340,6,Gen Ed,18,1,18,18,18
17K340,IS 340,6,ICT,19,1,19,19,19
17K340,IS 340,7,Gen Ed,40,2,20,19,21
17K340,IS 340,7,ICT,21,1,21,21,21
17K340,IS 340,8,Gen Ed,48,2,24,23,25
17K340,IS 340,8,ICT,28,1,28,28,28
17K352,EBBETS FIELD MIDDLE SCHOOL,6,ICT,41,2,20.5,19,22
17K352,EBBETS FIELD MIDDLE SCHOOL,7,ICT,28,2,14,<15,15
17K352,EBBETS FIELD MIDDLE SCHOOL,8,Gen Ed,20,1,20,20,20
17K352,EBBETS FIELD MIDDLE SCHOOL,8,ICT,14,1,14,<15,<15
17K353,ELIJAH STROUD MIDDLE SCHOOL,6,Gen Ed,16,1,16,16,16
17K353,ELIJAH STROUD MIDDLE SCHOOL,6,ICT,18,1,18,18,18
17K353,ELIJAH STROUD MIDDLE SCHOOL,7,Gen Ed,21,1,21,21,21
17K353,ELIJAH STROUD MIDDLE SCHOOL,7,ICT,21,1,21,21,21
17K353,ELIJAH STROUD MIDDLE SCHOOL,8,Gen Ed,22,1,22,22,22
17K353,ELIJAH STROUD MIDDLE SCHOOL,8,ICT,22,1,22,22,22
17K354,THE SCHOOL OF INTEGRATED LEARNING,6,Gen Ed,44,2,22,21,23
17K354,THE SCHOOL OF INTEGRATED LEARNING,6,ICT,21,1,21,21,21
17K354,THE SCHOOL OF INTEGRATED LEARNING,7,Gen Ed,39,2,19.5,18,21
17K354,THE SCHOOL OF INTEGRATED LEARNING,7,ICT,36,2,18,17,19
17K354,THE SCHOOL OF INTEGRATED LEARNING,8,Gen Ed,83,4,20.8,19,24
17K354,THE SCHOOL OF INTEGRATED LEARNING,8,ICT,25,1,25,25,25
17K375,PS 375 JACKIE ROBINSON SCHOOL,K,Gen Ed,10,1,10,<15,<15
17K375,PS 375 JACKIE ROBINSON SCHOOL,K,ICT,10,1,10,<15,<15
17K375,PS 375 JACKIE ROBINSON SCHOOL,1,Gen Ed,21,1,21,21,21
17K375,PS 375 JACKIE ROBINSON SCHOOL,2,Gen Ed,16,1,16,16,16
17K375,PS 375 JACKIE ROBINSON SCHOOL,2,ICT,20,1,20,20,20
17K375,PS 375 JACKIE ROBINSON SCHOOL,3,Gen Ed,26,1,26,26,26
17K375,PS 375 JACKIE ROBINSON SCHOOL,4,Gen Ed,39,2,19.5,18,21
17K375,PS 375 JACKIE ROBINSON SCHOOL,5,Gen Ed,26,1,26,26,26
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,6,Gen Ed,45,4,11.3,<15,<15
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7,Gen Ed,46,2,23,22,24
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,8,Gen Ed,43,2,21.5,16,27
17K394,MS K394,K,Gen Ed,16,1,16,16,16
17K394,MS K394,1,Gen Ed,14,1,14,<15,<15
17K394,MS K394,2,Gen Ed,18,1,18,18,18
17K394,MS K394,3,Gen Ed,19,1,19,19,19
17K394,MS K394,4,Gen Ed,32,1,32,32,32
17K394,MS K394,5,ICT,31,1,31,31,31
17K394,MS K394,6,Gen Ed,21,1,21,21,21
17K394,MS K394,6,ICT,19,1,19,19,19
17K394,MS K394,7,Gen Ed,27,1,27,27,27
17K394,MS K394,8,Gen Ed,31,1,31,31,31
17K397,PS 397 FOSTER-LAURIE,K,ICT,34,2,17,<15,20
17K397,PS 397 FOSTER-LAURIE,1,ICT,23,1,23,23,23
17K397,PS 397 FOSTER-LAURIE,2,ICT,25,1,25,25,25
17K397,PS 397 FOSTER-LAURIE,3,ICT,19,1,19,19,19
17K397,PS 397 FOSTER-LAURIE,4,ICT,30,1,30,30,30
17K397,PS 397 FOSTER-LAURIE,5,ICT,22,1,22,22,22
17K398,PS 398 WALTER WEAVER,K,Gen Ed,12,1,12,<15,<15
17K398,PS 398 WALTER WEAVER,K,ICT,14,1,14,<15,<15
17K398,PS 398 WALTER WEAVER,1,ICT,35,1,35,>34,>34
17K398,PS 398 WALTER WEAVER,2,ICT,25,1,25,25,25
17K398,PS 398 WALTER WEAVER,3,Gen Ed,13,1,13,<15,<15
17K398,PS 398 WALTER WEAVER,3,ICT,19,1,19,19,19
17K398,PS 398 WALTER WEAVER,4,ICT,27,1,27,27,27
17K398,PS 398 WALTER WEAVER,5,ICT,33,1,33,33,33
17K399,PS 399 STANLEY EUGENE CLARK,K,ICT,12,1,12,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,1,Gen Ed,13,1,13,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,1,ICT,12,1,12,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,2,Gen Ed,9,1,9,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,2,ICT,7,1,7,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,3,ICT,18,1,18,18,18
17K399,PS 399 STANLEY EUGENE CLARK,4,Gen Ed,16,1,16,16,16
17K399,PS 399 STANLEY EUGENE CLARK,4,ICT,14,1,14,<15,<15
17K399,PS 399 STANLEY EUGENE CLARK,5,Gen Ed,23,1,23,23,23
17K399,PS 399 STANLEY EUGENE CLARK,5,ICT,19,1,19,19,19
17K484,RONALD EDMONDS LEARNING CENTER II,6,Gen Ed,19,1,19,19,19
17K484,RONALD EDMONDS LEARNING CENTER II,6,ICT,22,1,22,22,22
17K484,RONALD EDMONDS LEARNING CENTER II,7,Gen Ed,27,1,27,27,27
17K484,RONALD EDMONDS LEARNING CENTER II,7,ICT,19,1,19,19,19
17K484,RONALD EDMONDS LEARNING CENTER II,8,Gen Ed,20,1,20,20,20
17K484,RONALD EDMONDS LEARNING CENTER II,8,ICT,26,1,26,26,26
17K532,NEW BRIDGES ELEMENTARY,K,ICT,71,3,23.7,23,24
17K532,NEW BRIDGES ELEMENTARY,1,Gen Ed,40,2,20,19,21
17K532,NEW BRIDGES ELEMENTARY,1,ICT,22,1,22,22,22
17K532,NEW BRIDGES ELEMENTARY,2,Gen Ed,21,1,21,21,21
17K532,NEW BRIDGES ELEMENTARY,2,ICT,37,2,18.5,18,19
17K532,NEW BRIDGES ELEMENTARY,3,Gen Ed,45,2,22.5,22,23
17K532,NEW BRIDGES ELEMENTARY,3,ICT,24,1,24,24,24
17K532,NEW BRIDGES ELEMENTARY,4,ICT,49,2,24.5,23,26
17K532,NEW BRIDGES ELEMENTARY,5,Gen Ed,20,1,20,20,20
17K532,NEW BRIDGES ELEMENTARY,5,ICT,41,2,20.5,20,21
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",6,Gen Ed,21,1,21,21,21
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",7,Gen Ed,50,2,25,24,26
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",7,ICT,30,1,30,30,30
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",8,Gen Ed,51,2,25.5,23,28
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",8,ICT,25,1,25,25,25
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,6,Gen Ed,183,4,45.8,>34,>34
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,7,Gen Ed,193,4,48.3,30,62
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,8,Gen Ed,173,4,43.3,>34,>34
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,K,Gen Ed,18,1,18,18,18
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,K,ICT,20,1,20,20,20
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,1,Gen Ed,22,1,22,22,22
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,1,ICT,21,1,21,21,21
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,2,Gen Ed,18,1,18,18,18
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,2,ICT,16,1,16,16,16
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,3,Gen Ed,20,1,20,20,20
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,3,ICT,17,1,17,17,17
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,4,Gen Ed,22,1,22,22,22
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,4,ICT,16,1,16,16,16
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5,Gen Ed,21,1,21,21,21
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5,ICT,26,1,26,26,26
17K722,NEW HEIGHTS MIDDLE SCHOOL,6,ICT,54,3,18,16,21
17K722,NEW HEIGHTS MIDDLE SCHOOL,7,ICT,84,3,28,27,30
17K722,NEW HEIGHTS MIDDLE SCHOOL,8,ICT,57,2,28.5,27,30
17K770,PS 770 NEW AMERICAN ACADEMY,K,Gen Ed,35,2,17.5,17,18
17K770,PS 770 NEW AMERICAN ACADEMY,K,ICT,19,1,19,19,19
17K770,PS 770 NEW AMERICAN ACADEMY,1,Gen Ed,36,2,18,18,18
17K770,PS 770 NEW AMERICAN ACADEMY,1,ICT,18,1,18,18,18
17K770,PS 770 NEW AMERICAN ACADEMY,2,Gen Ed,17,1,17,17,17
17K770,PS 770 NEW AMERICAN ACADEMY,2,ICT,18,1,18,18,18
17K770,PS 770 NEW AMERICAN ACADEMY,3,Gen Ed,19,1,19,19,19
17K770,PS 770 NEW AMERICAN ACADEMY,3,ICT,21,1,21,21,21
17K770,PS 770 NEW AMERICAN ACADEMY,4,Gen Ed,15,1,15,15,15
17K770,PS 770 NEW AMERICAN ACADEMY,4,ICT,19,1,19,19,19
17K770,PS 770 NEW AMERICAN ACADEMY,5,ICT,30,1,30,30,30
18K066,PS 66,K,Gen Ed,54,3,18,18,18
18K066,PS 66,1,Gen Ed,42,3,14,<15,16
18K066,PS 66,2,Gen Ed,22,1,22,22,22
18K066,PS 66,2,ICT,19,1,19,19,19
18K066,PS 66,3,Gen Ed,26,1,26,26,26
18K066,PS 66,3,ICT,23,1,23,23,23
18K066,PS 66,4,Gen Ed,39,2,19.5,19,20
18K066,PS 66,4,ICT,22,1,22,22,22
18K066,PS 66,5,ICT,47,2,23.5,23,24
18K066,PS 66,6,Gen Ed,42,2,21,21,21
18K066,PS 66,6,ICT,42,2,21,20,22
18K066,PS 66,7,Gen Ed,60,3,20,17,23
18K066,PS 66,7,ICT,22,1,22,22,22
18K066,PS 66,8,Gen Ed,66,3,22,21,23
18K066,PS 66,8,ICT,25,1,25,25,25
18K068,IS 068 ISAAC BILDERSEE,6,Gen Ed,41,2,20.5,20,21
18K068,IS 068 ISAAC BILDERSEE,6,ICT,20,1,20,20,20
18K068,IS 068 ISAAC BILDERSEE,7,Gen Ed,39,2,19.5,18,21
18K068,IS 068 ISAAC BILDERSEE,7,ICT,19,1,19,19,19
18K068,IS 068 ISAAC BILDERSEE,8,Gen Ed,52,2,26,26,26
18K068,IS 068 ISAAC BILDERSEE,8,ICT,25,1,25,25,25
18K114,PS 114 RYDER ELEMENTARY,K,Gen Ed,37,2,18.5,17,20
18K114,PS 114 RYDER ELEMENTARY,K,ICT,16,1,16,16,16
18K114,PS 114 RYDER ELEMENTARY,1,Gen Ed,18,1,18,18,18
18K114,PS 114 RYDER ELEMENTARY,1,ICT,33,2,16.5,15,18
18K114,PS 114 RYDER ELEMENTARY,2,Gen Ed,28,2,14,<15,<15
18K114,PS 114 RYDER ELEMENTARY,2,ICT,14,1,14,<15,<15
18K114,PS 114 RYDER ELEMENTARY,3,Gen Ed,35,2,17.5,15,20
18K114,PS 114 RYDER ELEMENTARY,3,ICT,18,1,18,18,18
18K114,PS 114 RYDER ELEMENTARY,4,Gen Ed,23,1,23,23,23
18K114,PS 114 RYDER ELEMENTARY,4,ICT,21,1,21,21,21
18K114,PS 114 RYDER ELEMENTARY,5,Gen Ed,27,1,27,27,27
18K114,PS 114 RYDER ELEMENTARY,5,ICT,23,1,23,23,23
18K115,PS 115 DANIEL MUCATEL SCHOOL,K,Gen Ed,64,3,21.3,19,23
18K115,PS 115 DANIEL MUCATEL SCHOOL,K,G&T,24,1,24,24,24
18K115,PS 115 DANIEL MUCATEL SCHOOL,K,ICT,17,1,17,17,17
18K115,PS 115 DANIEL MUCATEL SCHOOL,1,Gen Ed,60,3,20,16,24
18K115,PS 115 DANIEL MUCATEL SCHOOL,1,ICT,47,2,23.5,23,24
18K115,PS 115 DANIEL MUCATEL SCHOOL,2,Gen Ed,54,2,27,27,27
18K115,PS 115 DANIEL MUCATEL SCHOOL,2,G&T,26,1,26,26,26
18K115,PS 115 DANIEL MUCATEL SCHOOL,2,ICT,25,1,25,25,25
18K115,PS 115 DANIEL MUCATEL SCHOOL,3,Gen Ed,44,2,22,22,22
18K115,PS 115 DANIEL MUCATEL SCHOOL,3,G&T,22,1,22,22,22
18K115,PS 115 DANIEL MUCATEL SCHOOL,3,ICT,22,1,22,22,22
18K115,PS 115 DANIEL MUCATEL SCHOOL,4,Gen Ed,25,1,25,25,25
18K115,PS 115 DANIEL MUCATEL SCHOOL,4,G&T,25,1,25,25,25
18K115,PS 115 DANIEL MUCATEL SCHOOL,4,ICT,55,3,18.3,<15,25
18K115,PS 115 DANIEL MUCATEL SCHOOL,5,Gen Ed,27,1,27,27,27
18K115,PS 115 DANIEL MUCATEL SCHOOL,5,G&T,23,1,23,23,23
18K115,PS 115 DANIEL MUCATEL SCHOOL,5,ICT,66,3,22,17,26
18K135,PS 135 SHELDON A BROOKNER,K,Gen Ed,14,1,14,<15,<15
18K135,PS 135 SHELDON A BROOKNER,K,ICT,14,1,14,<15,<15
18K135,PS 135 SHELDON A BROOKNER,1,Gen Ed,34,2,17,15,19
18K135,PS 135 SHELDON A BROOKNER,1,ICT,18,1,18,18,18
18K135,PS 135 SHELDON A BROOKNER,2,Gen Ed,22,1,22,22,22
18K135,PS 135 SHELDON A BROOKNER,2,ICT,25,1,25,25,25
18K135,PS 135 SHELDON A BROOKNER,3,Gen Ed,25,1,25,25,25
18K135,PS 135 SHELDON A BROOKNER,3,ICT,22,1,22,22,22
18K135,PS 135 SHELDON A BROOKNER,4,Gen Ed,39,2,19.5,19,20
18K135,PS 135 SHELDON A BROOKNER,4,ICT,20,1,20,20,20
18K135,PS 135 SHELDON A BROOKNER,5,Gen Ed,38,2,19,19,19
18K135,PS 135 SHELDON A BROOKNER,5,ICT,19,1,19,19,19
18K208,PS 208 ELSA EBELING,K,Gen Ed,12,1,12,<15,<15
18K208,PS 208 ELSA EBELING,K,ICT,19,1,19,19,19
18K208,PS 208 ELSA EBELING,1,Gen Ed,16,1,16,16,16
18K208,PS 208 ELSA EBELING,1,ICT,15,1,15,15,15
18K208,PS 208 ELSA EBELING,2,Gen Ed,14,1,14,<15,<15
18K208,PS 208 ELSA EBELING,2,ICT,19,1,19,19,19
18K208,PS 208 ELSA EBELING,3,Gen Ed,12,1,12,<15,<15
18K208,PS 208 ELSA EBELING,3,ICT,17,1,17,17,17
18K208,PS 208 ELSA EBELING,4,Gen Ed,17,1,17,17,17
18K208,PS 208 ELSA EBELING,4,ICT,20,1,20,20,20
18K208,PS 208 ELSA EBELING,5,Gen Ed,25,1,25,25,25
18K208,PS 208 ELSA EBELING,5,ICT,28,1,28,28,28
18K211,IS 211 JOHN WILSON,6,Gen Ed,44,3,14.7,<15,15
18K211,IS 211 JOHN WILSON,6,ICT,20,1,20,20,20
18K211,IS 211 JOHN WILSON,7,Gen Ed,22,1,22,22,22
18K211,IS 211 JOHN WILSON,7,ICT,22,1,22,22,22
18K211,IS 211 JOHN WILSON,8,Gen Ed,46,3,15.3,<15,18
18K211,IS 211 JOHN WILSON,8,ICT,28,1,28,28,28
18K219,PS 219 KENNEDY-KING,K,Gen Ed,33,2,16.5,<15,20
18K219,PS 219 KENNEDY-KING,1,Gen Ed,35,2,17.5,17,18
18K219,PS 219 KENNEDY-KING,2,Gen Ed,37,2,18.5,17,20
18K219,PS 219 KENNEDY-KING,3,Gen Ed,35,2,17.5,15,20
18K219,PS 219 KENNEDY-KING,4,Gen Ed,39,2,19.5,18,21
18K219,PS 219 KENNEDY-KING,5,Gen Ed,40,2,20,20,20
18K233,PS 233 LANGSTON HUGHES,K,Gen Ed,17,1,17,17,17
18K233,PS 233 LANGSTON HUGHES,K,ICT,16,1,16,16,16
18K233,PS 233 LANGSTON HUGHES,1,Gen Ed,39,2,19.5,19,20
18K233,PS 233 LANGSTON HUGHES,2,Gen Ed,13,1,13,<15,<15
18K233,PS 233 LANGSTON HUGHES,2,ICT,14,1,14,<15,<15
18K233,PS 233 LANGSTON HUGHES,3,Gen Ed,17,1,17,17,17
18K233,PS 233 LANGSTON HUGHES,3,ICT,18,1,18,18,18
18K233,PS 233 LANGSTON HUGHES,4,ICT,38,2,19,19,19
18K233,PS 233 LANGSTON HUGHES,5,Gen Ed,21,1,21,21,21
18K233,PS 233 LANGSTON HUGHES,5,ICT,20,1,20,20,20
18K235,PS 235 LENOX SCHOOL,K,Gen Ed,57,3,19,19,19
18K235,PS 235 LENOX SCHOOL,K,ICT,21,1,21,21,21
18K235,PS 235 LENOX SCHOOL,1,Gen Ed,95,4,23.8,21,27
18K235,PS 235 LENOX SCHOOL,1,ICT,21,1,21,21,21
18K235,PS 235 LENOX SCHOOL,2,Gen Ed,82,4,20.5,18,23
18K235,PS 235 LENOX SCHOOL,2,ICT,19,1,19,19,19
18K235,PS 235 LENOX SCHOOL,3,Gen Ed,73,3,24.3,23,26
18K235,PS 235 LENOX SCHOOL,3,ICT,19,1,19,19,19
18K235,PS 235 LENOX SCHOOL,4,Gen Ed,90,4,22.5,18,25
18K235,PS 235 LENOX SCHOOL,4,ICT,22,1,22,22,22
18K235,PS 235 LENOX SCHOOL,5,Gen Ed,112,4,28,27,29
18K235,PS 235 LENOX SCHOOL,5,ICT,26,1,26,26,26
18K235,PS 235 LENOX SCHOOL,6,Gen Ed,55,2,27.5,27,28
18K235,PS 235 LENOX SCHOOL,6,ICT,26,1,26,26,26
18K235,PS 235 LENOX SCHOOL,7,Gen Ed,108,4,27,25,29
18K235,PS 235 LENOX SCHOOL,8,Gen Ed,82,3,27.3,26,28
18K244,PS 244 RICHARD R GREEN,K,Gen Ed,19,1,19,19,19
18K244,PS 244 RICHARD R GREEN,K,ICT,31,2,15.5,<15,21
18K244,PS 244 RICHARD R GREEN,1,Gen Ed,17,1,17,17,17
18K244,PS 244 RICHARD R GREEN,1,ICT,27,2,13.5,<15,19
18K244,PS 244 RICHARD R GREEN,2,Gen Ed,13,1,13,<15,<15
18K244,PS 244 RICHARD R GREEN,2,ICT,24,2,12,<15,15
18K244,PS 244 RICHARD R GREEN,3,Gen Ed,23,1,23,23,23
18K244,PS 244 RICHARD R GREEN,3,ICT,43,2,21.5,20,23
18K244,PS 244 RICHARD R GREEN,4,Gen Ed,21,1,21,21,21
18K244,PS 244 RICHARD R GREEN,4,ICT,38,2,19,18,20
18K244,PS 244 RICHARD R GREEN,5,Gen Ed,25,1,25,25,25
18K244,PS 244 RICHARD R GREEN,5,ICT,46,2,23,21,25
18K268,PS 268 EMMA LAZARUS,K,Gen Ed,15,1,15,15,15
18K268,PS 268 EMMA LAZARUS,K,ICT,19,1,19,19,19
18K268,PS 268 EMMA LAZARUS,1,Gen Ed,17,1,17,17,17
18K268,PS 268 EMMA LAZARUS,1,ICT,22,1,22,22,22
18K268,PS 268 EMMA LAZARUS,2,Gen Ed,14,1,14,<15,<15
18K268,PS 268 EMMA LAZARUS,2,ICT,17,1,17,17,17
18K268,PS 268 EMMA LAZARUS,3,Gen Ed,12,1,12,<15,<15
18K268,PS 268 EMMA LAZARUS,3,ICT,18,1,18,18,18
18K268,PS 268 EMMA LAZARUS,4,Gen Ed,22,1,22,22,22
18K268,PS 268 EMMA LAZARUS,4,ICT,17,1,17,17,17
18K268,PS 268 EMMA LAZARUS,5,Gen Ed,20,1,20,20,20
18K268,PS 268 EMMA LAZARUS,5,ICT,21,1,21,21,21
18K272,PS 272 CURTIS ESTABROOK,K,Gen Ed,14,1,14,<15,<15
18K272,PS 272 CURTIS ESTABROOK,K,ICT,35,2,17.5,17,18
18K272,PS 272 CURTIS ESTABROOK,1,Gen Ed,31,2,15.5,<15,17
18K272,PS 272 CURTIS ESTABROOK,1,ICT,12,1,12,<15,<15
18K272,PS 272 CURTIS ESTABROOK,2,Gen Ed,32,2,16,16,16
18K272,PS 272 CURTIS ESTABROOK,2,ICT,14,1,14,<15,<15
